FIPS,STATEABBRV,State,County,County_State,Community_Type,POPULATION,AREA,Population_Density,Percent_Rural,RISK_SCORE,RISK_RATNG,EAL_SCORE,EAL_RATNG,SOVI_SCORE,SOVI_RATNG,RESL_SCORE,RESL_RATNG,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Number_Primary_Care_Physicians,Primary_Care_Physicians_Rate,Primary_Care_Physicians_Ratio,Number_Dentists,Dentist_Rate,Dentist_Ratio,Number_Mental_Health_Providers,Mental_Health_Provider_Rate,Mental_Health_Provider_Ratio,Average_Daily_PM2.5,Presence_of_Water_Violation,Life_Expectancy,Age_Adjusted_Death_Rate,Percent_Frequent_Physical_Distress,Percent_Frequent_Mental_Distress,Percent_Less_than_18_Years_of_Age,Percent_65_and_Over,Percent_Non_Hispanic_White,Percent_Female,Geolocation
1029.0,AL,Alabama,Cleburne,"Cleburne, AL",Rural,15040.0,566.6772813,26.540679318389326,100.0,22.55806554247534,Very Low,20.736614051377284,Very Low,45.41999816894531,Relatively Moderate,6.71999979019165,Very Low,19.3,4.0108240311,5.4091193355,4.0,26.72546,3742:1,,,,8.0,52.96961,1888:1,9.4,No,74.346662647,522.06781873,12.2,17.7,23.094749388,19.69807323,92.445209561,50.67205191,POINT (-85.5161261 33.6719637)
1031.0,AL,Alabama,Coffee,"Coffee, AL",Small Urban,53391.0,687.36451563,77.67494362298406,47.195082886,89.086859688196,Relatively Moderate,88.08418446301454,Relatively Moderate,64.88999938964844,Relatively High,42.869998931884766,Relatively Moderate,19.1,3.8898574428,5.4303980667,25.0,46.966,2129:1,19.0,35.07217,2851:1,50.0,92.2952,1083:1,9.1,No,75.268544718,474.95623173,11.7,16.9,23.939528187,17.115221324,68.929744896,50.526082623,POINT (-85.9896022 31.402258)
1033.0,AL,Alabama,Colbert,"Colbert, AL",Small Urban,57133.0,629.81203974,90.7143661838947,43.894686558,71.90582246261533,Relatively Low,70.75208913649024,Relatively Low,34.75,Relatively Low,66.01000213623047,Relatively High,18.6,3.7639420427,5.3530823592,35.0,63.164350000000006,1583:1,28.0,48.71768,2053:1,30.0,52.19752,1916:1,8.1,Yes,73.875034169,538.37846367,11.6,17.3,21.246128684,20.254375892,77.285381216,51.809513867,POINT (-87.8014569 34.703112)
1035.0,AL,Alabama,Conecuh,"Conecuh, AL",Rural,11582.0,861.36955008,13.446029057939556,80.949501058,47.534202990773146,Very Low,41.90653048591767,Very Low,65.75,Relatively High,16.420000076293945,Very Low,24.2,4.3054354682,5.6081372347,5.0,42.19053,2370:1,2.0,17.65537,5664:1,6.0,52.9661,1888:1,9.2,No,71.194267398,697.57338429,13.7,18.1,20.135946328,24.134887006,49.955861582,51.818502825,POINT (-86.9887221 31.4309257)
1037.0,AL,Alabama,Coosa,"Coosa, AL",Rural,10320.0,673.0768652400001,15.33257274608626,100.0,7.508749602290806,Very Low,7.397090683998762,Very Low,43.59999847412109,Relatively Moderate,21.709999084472656,Relatively Low,20.4,3.8812822867,5.3928581083,,,,,,,2.0,19.13876,5225:1,9.6,No,73.925127489,573.87168843,12.1,17.3,16.220095694,24.708133971,66.09569378,49.244019139,POINT (-86.2434818 32.9314453)
1039.0,AL,Alabama,Covington,"Covington, AL",Rural,37519.0,1054.31055951,35.586288747252304,69.651793989,88.70505886096086,Relatively Moderate,87.4342308882699,Relatively Moderate,70.75,Relatively High,33.20000076293945,Relatively Low,19.7,3.9997655599,5.4980911686,20.0,54.15651,1847:1,14.0,37.30946,2680:1,30.0,79.94883,1251:1,9.1,No,72.917641871,615.15498014,12.2,17.7,22.065877838,21.676793519,82.627118644,51.4657286,POINT (-86.4487206 31.2439873)
1041.0,AL,Alabama,Crenshaw,"Crenshaw, AL",Rural,13179.0,617.11311675,21.355890261102605,100.0,46.26153356665606,Very Low,42.71123491179202,Very Low,60.25,Relatively High,21.200000762939453,Relatively Low,21.1,4.0315235877,5.1591410668,2.0,14.618810000000002,6841:1,3.0,22.93052,4361:1,9.0,68.79156,1454:1,9.1,No,72.58910799,620.88338252,12.5,17.6,22.945807536,19.659099595,69.869296033,50.974547122,POINT (-86.3200384 31.7303106)
1043.0,AL,Alabama,Cullman,"Cullman, AL",Small Urban,87660.0,762.64340763,114.94231658333388,73.239559237,69.64683423480751,Relatively Low,67.34757041163726,Relatively Low,51.560001373291016,Relatively Moderate,37.619998931884766,Relatively Low,17.9,3.7818914618,5.0919439612,48.0,56.79465,1761:1,43.0,48.04684,2081:1,137.0,153.07947,653:1,9.4,No,73.914253636,529.26514962,11.6,17.2,22.375301689,18.714802896,91.512469831,50.30951104,POINT (-86.8692666 34.1319229)
1045.0,AL,Alabama,Dale,"Dale, AL",Rural,49224.0,568.35772695,86.60742638998268,50.888539532,79.66910594972956,Relatively Low,76.1683689260291,Relatively Low,80.65000152587889,Very High,22.46999931335449,Relatively Low,20.4,3.8832354322,5.2428108042,13.0,26.55283,3766:1,16.0,32.42674,3084:1,65.0,131.73361,759:1,9.1,No,74.908845911,502.73035262,12.3,17.2,23.181062786,17.733371165,66.971342872,50.843095132,POINT (-85.609476 31.4306536)
1047.0,AL,Alabama,Dallas,"Dallas, AL",Rural,38341.0,1003.87731054,38.19291421117569,45.638977636,57.842825326121535,Relatively Low,52.36768802228412,Relatively Low,91.5699996948242,Very High,44.209999084472656,Relatively Moderate,27.0,4.4272459201,5.2708212208,29.0,80.33686,1245:1,12.0,31.89877,3135:1,27.0,71.77224,1393:1,9.5,No,71.087503782,692.99700484,14.3,18.4,23.379143518,19.668252745,26.494590499,53.568675403,POINT (-87.11436 32.3335263)
1049.0,AL,Alabama,DeKalb,"DeKalb, AL",Small Urban,71379.0,786.52368522,90.75251176960354,90.130644504,69.42411708558703,Relatively Low,64.74775611265862,Relatively Low,73.87000274658203,Relatively High,18.200000762939453,Very Low,22.5,4.3458955784,5.5920437151,32.0,44.65656,2239:1,21.0,29.24262,3420:1,29.0,40.38266,2476:1,7.5,No,73.842478266,526.55804487,13.8,18.3,24.076420704,17.676465264,79.002409035,50.149694345,POINT (-85.8040207 34.4609148)
1051.0,AL,Alabama,Elmore,"Elmore, AL",Small Urban,87755.0,663.67343913,132.22617454005206,54.18836614,57.27012408526885,Relatively Low,58.31012070566389,Relatively Low,45.63999938964844,Relatively Moderate,57.06999969482422,Relatively Moderate,16.6,3.533761803,5.4859884798,19.0,23.12617,4324:1,12.0,13.43725,7442:1,23.0,25.75473,3883:1,10.0,No,75.289530854,460.5565871,10.6,16.7,22.020290245,16.297142345,72.81420765,51.333646869,POINT (-86.1427347 32.597229)
1053.0,AL,Alabama,Escambia,"Escambia, AL",Rural,36706.0,962.76181872,38.12573295521933,63.511573893,91.37766465160676,Relatively Moderate,89.7554936552151,Relatively Moderate,87.08000183105469,Very High,20.590000152587887,Relatively Low,24.7,4.3754869746,5.4828613893,12.0,33.07516,3023:1,15.0,40.87305,2447:1,29.0,79.02123,1265:1,9.3,No,72.208512051,637.62145634,14.3,18.5,22.613695196,18.40104635,60.077931279,49.480912286,POINT (-87.1684097 31.1222867)
1055.0,AL,Alabama,Etowah,"Etowah, AL",Small Urban,103320.0,554.1664986000001,186.44216180700028,37.483481758,82.24626153356665,Relatively Low,81.33704735376045,Relatively Low,64.83000183105469,Relatively High,53.6599998474121,Relatively Moderate,19.1,3.7778499729,5.4085997596,78.0,76.19345,1312:1,52.0,50.40616,1984:1,137.0,132.80084,753:1,8.4,No,72.537031187,596.4802289,11.8,17.5,21.651383261,19.345301565,76.899439716,51.285357011,POINT (-86.0342629 34.0476407)
1057.0,AL,Alabama,Fayette,"Fayette, AL",Rural,16298.0,635.70941265,25.63749989489793,80.23316513,29.39866369710468,Very Low,25.038687712782416,Very Low,67.25,Relatively High,24.51000022888184,Relatively Low,21.4,4.1516943298,5.7082961456,16.0,98.5161,1015:1,5.0,30.96359,3230:1,3.0,18.57815,5383:1,9.0,Yes,73.059710184,581.25823555,13.2,18.5,21.364874907,21.798365123,84.196185286,50.8917513,POINT (-87.7642923 33.7161568)
1059.0,AL,Alabama,Franklin,"Franklin, AL",Rural,31999.0,653.0492783100001,48.99936507518839,70.366515266,65.47884187082406,Relatively Low,61.002785515320326,Relatively Low,72.98000335693358,Relatively High,19.100000381469727,Very Low,22.0,4.1910774084,5.3713206941,14.0,44.43457,2251:1,9.0,28.11358,3557:1,4.0,12.49492,8003:1,8.2,No,73.676389027,533.81347157,13.3,17.8,24.9117546,17.049323712,74.828975729,49.851622778,POINT (-87.8428144 34.4419892)
1061.0,AL,Alabama,Geneva,"Geneva, AL",Rural,26621.0,584.7955779900001,45.52189004489226,89.641657335,65.5424753420299,Relatively Low,61.55988857938719,Relatively Low,56.9099998474121,Relatively Moderate,20.209999084472656,Relatively Low,22.0,4.2252407924,5.8821528502,7.0,26.50411,3773:1,2.0,7.49036,13351:1,7.0,26.21625,3814:1,9.0,No,72.630878775,592.90188009,13.5,18.7,21.841878581,21.111568855,82.775925995,50.893224973,POINT (-85.8210224 31.0923822)
1063.0,AL,Alabama,Greene,"Greene, AL",Rural,7714.0,666.5872972200001,11.57237773982674,100.0,18.040089086859687,Very Low,12.380068090374497,Very Low,95.12999725341795,Very High,5.980000019073486,Very Low,31.7,4.8616566495,5.5766732995,4.0,50.06258,1998:1,,,,1.0,13.10788,7629:1,9.3,No,72.860772885,656.61684084,16.4,19.0,21.654214183,24.734565474,17.367938131,53.480141565,POINT (-87.9642005 32.8444965)
1065.0,AL,Alabama,Hale,"Hale, AL",Rural,14753.0,663.12887901,22.24756071855155,89.168781726,33.15303849825008,Very Low,24.017332095326523,Very Low,93.51000213623048,Very High,13.399999618530272,Very Low,26.0,4.3697254503,5.3362477498,3.0,20.4499,4890:1,2.0,13.555650000000002,7377:1,3.0,20.33347,4918:1,9.4,No,72.54515094,629.35351796,14.1,18.2,23.735936017,20.130134201,39.785820794,52.467127559,POINT (-87.6230608 32.7527958)
1067.0,AL,Alabama,Henry,"Henry, AL",Rural,17074.0,574.04624589,29.743248252636,87.752860941,49.88864142538976,Relatively Low,49.675023212627664,Very Low,56.459999084472656,Relatively Moderate,35.52000045776367,Relatively Low,20.1,3.8616481022,5.1757457233,5.0,29.03095,3445:1,5.0,28.638520000000003,3492:1,6.0,34.36623,2910:1,9.1,No,75.537585201,482.3984751,12.0,17.5,20.591099147,23.117017011,70.021192508,51.789907784,POINT (-85.2399712 31.5169779)
1069.0,AL,Alabama,Houston,"Houston, AL",Small Urban,107125.0,587.54968467,182.325006369746,33.804051326,90.67769646834232,Relatively Moderate,89.78644382544104,Relatively Moderate,70.20999908447266,Relatively High,64.0,Relatively High,19.8,3.7070348301,5.2264239561,91.0,85.38187,1171:1,70.0,65.14173000000001,1535:1,187.0,174.02148,575:1,8.1,No,75.648321725,452.29730872,11.8,17.4,22.829384504,18.554225837,65.324126636,51.93098699,POINT (-85.2964111 31.1581831)
1071.0,AL,Alabama,Jackson,"Jackson, AL",Small Urban,52501.0,1138.16795079,46.12763868773423,77.017303248,69.93318485523386,Relatively Low,66.57381615598887,Relatively Low,55.27999877929688,Relatively Moderate,21.989999771118164,Relatively Low,20.4,4.2286807996,5.8131241254,27.0,52.34384,1910:1,16.0,30.318530000000003,3298:1,28.0,53.05743,1885:1,8.6,Yes,73.268808729,589.8697805,12.8,18.3,20.806094025,20.959581604,88.765088208,50.633846854,POINT (-85.9800556 34.764114)
1073.0,AL,Alabama,Jefferson,"Jefferson, AL",Urban,673766.0,1135.4982405,593.3659568713351,9.833765145,96.46834234807508,Relatively High,96.28597957288764,Relatively High,75.62000274658203,Relatively High,80.55000305175781,Very High,17.3,3.3461302714,4.9984162512,749.0,114.29147,875:1,603.0,90.29379,1107:1,1507.0,225.65961,443:1,10.7,No,74.060552348,523.59565949,10.1,15.4,22.921296158,16.679045252,48.910784343,52.529274355,POINT (-86.8965359 33.5534439)
1075.0,AL,Alabama,Lamar,"Lamar, AL",Rural,13961.0,611.57669118,22.827881116697075,100.0,29.68501431753102,Very Low,26.83379758588672,Very Low,55.18999862670898,Relatively Moderate,14.479999542236328,Very Low,19.8,3.9907315107,5.4521315829,,,,3.0,21.91541,4563:1,3.0,21.91541,4563:1,8.9,No,75.261510187,503.54882147,12.4,17.8,21.425962452,22.455986559,85.806121704,50.544232596,POINT (-88.0874309 33.7870852)
1077.0,AL,Alabama,Lauderdale,"Lauderdale, AL",Small Urban,93509.0,726.86446053,128.64709320334225,49.295106192,76.36016544702512,Relatively Low,76.23026926648096,Relatively Low,47.450000762939446,Relatively Moderate,53.880001068115234,Relatively Moderate,17.1,3.6148032219,5.1703582113,50.0,53.55154,1867:1,54.0,57.42054,1742:1,165.0,175.45166,570:1,8.0,No,75.94632606,458.02305203,11.1,16.8,19.768616484,20.527843646,84.185957488,51.707197771,POINT (-87.6509966 34.9041221)
1079.0,AL,Alabama,Lawrence,"Lawrence, AL",Rural,33012.0,724.44318726,45.56879073548678,91.289787123,60.45179764556157,Relatively Low,59.11482513153823,Relatively Low,42.38999938964844,Relatively Moderate,29.6299991607666,Relatively Low,20.8,4.0921403305,5.552936384,5.0,15.21746,6571:1,3.0,9.06618,11030:1,42.0,126.92656,788:1,8.5,No,72.860354717,604.06345424,12.8,18.2,21.855545482,18.954366878,76.44605621,50.797824116,POINT (-87.3218651 34.529776)
1081.0,AL,Alabama,Lee,"Lee, AL",Small Urban,173871.0,622.0669903500001,279.5052666308063,27.409498955,70.8240534521158,Relatively Low,70.44258743423089,Relatively Low,67.94999694824219,Relatively High,46.6599998474121,Relatively Moderate,17.4,3.5585211675,4.9103954476,87.0,52.14858,1918:1,58.0,32.72805,3055:1,197.0,111.16252,900:1,10.1,No,77.719816714,377.46145857,10.8,15.8,21.039623515,13.086706768,67.356024783,50.656818156,POINT (-85.3530477 32.6040644)
1083.0,AL,Alabama,Limestone,"Limestone, AL",Small Urban,101053.0,613.3169292900001,164.76473283883251,57.609142084,73.59210944957046,Relatively Low,74.31135871247292,Relatively Low,46.02000045776367,Relatively Moderate,68.19999694824219,Relatively High,17.0,3.6799888064,4.946234783,38.0,37.17181,2690:1,32.0,29.76274,3360:1,55.0,51.1547,1955:1,8.6,No,77.09611375,401.10790245,10.8,16.2,22.017913446,15.525916832,75.109982607,49.728880084,POINT (-86.9813995 34.8102387)
1085.0,AL,Alabama,Lowndes,"Lowndes, AL",Rural,10307.0,732.38999847,14.07310315751423,100.0,26.50334075723831,Very Low,18.353450943980192,Very Low,89.97000122070312,Very High,19.15999984741211,Very Low,27.9,4.5922509406,5.5227059345,1.0,10.37237,9641:1,,,,,,,9.4,No,70.301468043,748.69756657,14.7,18.4,22.257902659,20.321123934,24.977420973,52.844957351,POINT (-86.6505859 32.147888)
1087.0,AL,Alabama,Macon,"Macon, AL",Rural,19491.0,619.39842978,31.46762901372365,55.54726832,20.99904549793192,Very Low,17.827298050139277,Very Low,88.95999908447266,Very High,42.970001220703125,Relatively Moderate,25.5,4.2300649276,5.2529927793,6.0,33.52892,2983:1,5.0,26.46203,3779:1,78.0,412.80762,242:1,9.7,No,71.278186331,700.8165041,13.5,17.8,17.401428949,21.513627944,16.983328923,54.48002117,POINT (-85.692887 32.3870267)
1089.0,AL,Alabama,Madison,"Madison, AL",Urban,387825.0,820.91982609,472.4273767965759,16.441514765,91.28221444479796,Relatively Moderate,92.07675642216032,Relatively Moderate,35.959999084472656,Relatively Low,79.37999725341797,Relatively High,14.9,3.1234600675,4.7910511463,330.0,86.96729,1150:1,204.0,51.618,1937:1,675.0,170.79484,585:1,7.4,No,77.353246658,395.94738383,9.3,15.2,21.661846457,15.501086761,64.21253457,50.642568147,POINT (-86.5510802 34.7642377)
1091.0,AL,Alabama,Marengo,"Marengo, AL",Rural,19291.0,992.59166019,19.43498094302682,69.315641794,41.26630607699649,Very Low,36.459300526152894,Very Low,81.12999725341797,Very High,27.75,Relatively Low,23.1,4.1214265876,5.3108789258,7.0,37.36721,2676:1,5.0,26.32133,3799:1,6.0,31.5856,3166:1,9.4,Yes,71.033099769,674.5989168,12.9,17.5,22.46262371,20.320067383,44.256685618,52.884817856,POINT (-87.791091 32.2475911)
1093.0,AL,Alabama,Marion,"Marion, AL",Rural,29281.0,751.07786442,38.98530550172914,88.854951911,57.97009226853325,Relatively Low,53.9770968740328,Relatively Low,68.33000183105469,Relatively High,14.390000343322754,Very Low,20.3,4.0896314101,5.5356620634,8.0,26.93331,3713:1,5.0,17.09636,5849:1,7.0,23.9349,4178:1,8.6,No,73.078828998,606.666792,12.8,18.2,20.973808384,21.103740682,91.116733912,49.928195309,POINT (-87.881551 34.1382194)
1095.0,AL,Alabama,Marshall,"Marshall, AL",Small Urban,97552.0,629.4714933,154.97445243879798,53.268687042,85.17340120903593,Relatively Moderate,81.92510058805325,Relatively Low,62.220001220703125,Relatively High,40.38999938964844,Relatively Moderate,19.3,3.7962423875,5.2088137575,56.0,57.73791,1732:1,35.0,35.63139,2807:1,273.0,277.92483,360:1,9.1,No,73.893120847,536.99681607,12.0,17.3,25.598607322,17.198762064,78.95610213,50.520218268,POINT (-86.3216681 34.3095637)
1097.0,AL,Alabama,Mobile,"Mobile, AL",Urban,414514.0,1660.64937207,249.609584642969,20.020242523,98.79096404708876,Relatively High,98.79294336118848,Relatively High,79.47000122070312,Relatively High,74.5999984741211,Relatively High,19.8,3.8429873786,5.2022501187,292.0,70.75083000000001,1413:1,212.0,51.32265,1948:1,470.0,113.78134,879:1,8.3,No,74.441641678,529.88331187,12.0,16.9,23.378192232,17.026046244,55.953548162,52.268969407,POINT (-88.1965682 30.6845725)
1099.0,AL,Alabama,Monroe,"Monroe, AL",Rural,19743.0,1044.84094767,18.895698952100773,79.044563898,58.892777601018125,Relatively Low,54.224698235840286,Relatively Low,72.41000366210938,Relatively High,17.6299991607666,Very Low,24.1,4.2299200941,5.2514146699,8.0,39.1026,2557:1,5.0,25.44788,3930:1,22.0,111.97068000000002,893:1,9.3,No,73.288869531,597.90291557,13.7,18.2,20.989413681,21.747760586,53.801913681,52.112174267,POINT (-87.3832656 31.5803324)
1101.0,AL,Alabama,Montgomery,"Montgomery, AL",Small Urban,228847.0,807.98740347,283.2309006516547,10.491230059,86.25517021953547,Relatively Moderate,84.80346641906532,Relatively Moderate,90.3199996948242,Very High,67.91999816894531,Relatively High,20.3,3.7303364783,5.1871623418,235.0,104.61229,956:1,180.0,79.14384,1264:1,425.0,186.8674,535:1,9.0,No,75.248792407,484.67496419,11.4,16.3,23.745350299,15.981779329,31.117159264,52.803890359,POINT (-86.2044615 32.2028812)
1103.0,AL,Alabama,Morgan,"Morgan, AL",Small Urban,123349.0,605.09744607,203.84981097033173,38.597372165,88.13235762010818,Relatively Moderate,87.27948003714019,Relatively Moderate,64.12999725341797,Relatively High,49.33000183105469,Relatively Moderate,18.6,3.6809696394,5.1260031514,62.0,51.717090000000006,1934:1,64.0,51.75146,1932:1,198.0,160.10609,625:1,7.6,No,74.195469777,517.55747544,11.7,17.3,23.140990394,18.070964194,74.397580619,50.583012582,POINT (-86.8464021 34.4544844)
1105.0,AL,Alabama,Perry,"Perry, AL",Rural,8480.0,731.18697873,11.597580710106364,100.0,13.713013044861595,Very Low,10.739709068399875,Very Low,91.37000274658205,Very High,10.880000114440918,Very Low,32.1,5.1012196299,5.7317189698,3.0,34.53436,2896:1,2.0,23.93776,4178:1,5.0,59.84439999999999,1671:1,9.4,No,70.790399594,731.26850982,17.0,19.4,20.466786355,20.562537403,29.180131658,53.536804309,POINT (-87.2938269 32.6390053)
1107.0,AL,Alabama,Pickens,"Pickens, AL",Rural,19095.0,899.12789148,21.23724575885292,100.0,44.82978046452433,Very Low,34.35468895078923,Very Low,93.79000091552734,Very High,9.479999542236328,Very Low,24.1,4.2899936948,5.3127817231,7.0,35.366040000000005,2828:1,4.0,21.27546,4700:1,7.0,37.23206,2686:1,9.3,No,73.91421578,532.01673352,13.8,17.9,19.211744056,19.472368491,53.135471517,49.773948194,POINT (-88.0968644 33.2968003)
